_id,year_month,year,month,month_name,harmonize_grp,hmn_grp_name_export,items_baht_amnt_export
1337,2014-07-01T00:00:00,2014,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,81723312021
1338,2014-07-01T00:00:00,2014,7,July,87,ยานยนต์และส่วนประกอบ,72890471676
1339,2014-07-01T00:00:00,2014,7,July,40,ยางและของทำด้วยยาง,37213551494
1495,2013-09-01T00:00:00,2013,9,September,10,ธัญพืช,10262927013
1340,2014-07-01T00:00:00,2014,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,36866818999
1341,2014-07-01T00:00:00,2014,7,July,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,30986900129
1342,2014-07-01T00:00:00,2014,7,July,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,19587556047
1343,2014-07-01T00:00:00,2014,7,July,10,ธัญพืช,14713614819
1344,2014-07-01T00:00:00,2014,7,July,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18255529177
1345,2014-07-01T00:00:00,2014,7,July,29,เคมีภัณฑ์อินทรีย์,14323434719
1346,2014-07-01T00:00:00,2014,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12435030020
1347,2014-07-01T00:00:00,2014,7,July,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10825666181
1348,2014-07-01T00:00:00,2014,7,July,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,4015332629
1349,2014-07-01T00:00:00,2014,7,July,44,ไม้และของทำด้วยไม้ ถ่านไม้,5975342299
1350,2014-07-01T00:00:00,2014,7,July,17,น้ำตาลและขนมทำจากน้ำตาล,8761280111
1351,2014-06-01T00:00:00,2014,6,June,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.02639E+11
1352,2014-06-01T00:00:00,2014,6,June,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,85811302594
1353,2014-06-01T00:00:00,2014,6,June,87,ยานยนต์และส่วนประกอบ,75919128464
1354,2014-06-01T00:00:00,2014,6,June,40,ยางและของทำด้วยยาง,35955032386
1355,2014-06-01T00:00:00,2014,6,June,39,พลาสติกและของที่ทำด้วยพลาสติก,37128261218
1356,2014-06-01T00:00:00,2014,6,June,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,35681804155
1357,2014-06-01T00:00:00,2014,6,June,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,32438306033
1358,2014-06-01T00:00:00,2014,6,June,10,ธัญพืช,14068602397
1359,2014-06-01T00:00:00,2014,6,June,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16577996278
1361,2014-06-01T00:00:00,2014,6,June,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11240126783
1362,2014-06-01T00:00:00,2014,6,June,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11516054696
1363,2014-06-01T00:00:00,2014,6,June,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,4298881823
1364,2014-06-01T00:00:00,2014,6,June,44,ไม้และของทำด้วยไม้ ถ่านไม้,6493614584
1365,2014-06-01T00:00:00,2014,6,June,17,น้ำตาลและขนมทำจากน้ำตาล,8764324938
1366,2014-05-01T00:00:00,2014,5,May,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.08883E+11
1367,2014-05-01T00:00:00,2014,5,May,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,82307412700
1368,2014-05-01T00:00:00,2014,5,May,87,ยานยนต์และส่วนประกอบ,67072476229
1369,2014-05-01T00:00:00,2014,5,May,40,ยางและของทำด้วยยาง,36018008829
1370,2014-05-01T00:00:00,2014,5,May,39,พลาสติกและของที่ทำด้วยพลาสติก,38021244805
1371,2014-05-01T00:00:00,2014,5,May,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,32720515823
1372,2014-05-01T00:00:00,2014,5,May,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,29401633321
1373,2014-05-01T00:00:00,2014,5,May,10,ธัญพืช,14556927568
1374,2014-05-01T00:00:00,2014,5,May,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17265322531
1375,2014-05-01T00:00:00,2014,5,May,29,เคมีภัณฑ์อินทรีย์,16363268047
1376,2014-05-01T00:00:00,2014,5,May,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12154649785
1377,2014-05-01T00:00:00,2014,5,May,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10107556613
1378,2014-05-01T00:00:00,2014,5,May,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,4173934571
1379,2014-05-01T00:00:00,2014,5,May,44,ไม้และของทำด้วยไม้ ถ่านไม้,6431076505
1380,2014-05-01T00:00:00,2014,5,May,17,น้ำตาลและขนมทำจากน้ำตาล,11237594875
1381,2014-04-01T00:00:00,2014,4,April,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.00902E+11
1382,2014-04-01T00:00:00,2014,4,April,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,70929985314
1383,2014-04-01T00:00:00,2014,4,April,87,ยานยนต์และส่วนประกอบ,59555783089
1384,2014-04-01T00:00:00,2014,4,April,40,ยางและของทำด้วยยาง,34351270466
1385,2014-04-01T00:00:00,2014,4,April,39,พลาสติกและของที่ทำด้วยพลาสติก,35902211875
1386,2014-04-01T00:00:00,2014,4,April,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,27318165040
1387,2014-04-01T00:00:00,2014,4,April,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,19201746869
1388,2014-04-01T00:00:00,2014,4,April,10,ธัญพืช,12520189852
1389,2014-04-01T00:00:00,2014,4,April,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,15582695675
1390,2014-04-01T00:00:00,2014,4,April,29,เคมีภัณฑ์อินทรีย์,17159640356
1391,2014-04-01T00:00:00,2014,4,April,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11144173807
1392,2014-04-01T00:00:00,2014,4,April,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10341435156
1393,2014-04-01T00:00:00,2014,4,April,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,2768695706
1394,2014-04-01T00:00:00,2014,4,April,44,ไม้และของทำด้วยไม้ ถ่านไม้,5662256772
1395,2014-04-01T00:00:00,2014,4,April,17,น้ำตาลและขนมทำจากน้ำตาล,7754040687
1396,2014-03-01T00:00:00,2014,3,March,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.07947E+11
1397,2014-03-01T00:00:00,2014,3,March,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,82119118807
1398,2014-03-01T00:00:00,2014,3,March,87,ยานยนต์และส่วนประกอบ,79950248298
1400,2014-03-01T00:00:00,2014,3,March,39,พลาสติกและของที่ทำด้วยพลาสติก,36879382978
1401,2014-03-01T00:00:00,2014,3,March,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,32603474648
1402,2014-03-01T00:00:00,2014,3,March,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,37694513475
1403,2014-03-01T00:00:00,2014,3,March,10,ธัญพืช,13611543478
1404,2014-03-01T00:00:00,2014,3,March,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17698494594
1405,2014-03-01T00:00:00,2014,3,March,29,เคมีภัณฑ์อินทรีย์,16452740944
1406,2014-03-01T00:00:00,2014,3,March,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11975826498
1407,2014-03-01T00:00:00,2014,3,March,73,ของทำด้วยเหล็กหรือเหล็กกล้า,9695636447
1408,2014-03-01T00:00:00,2014,3,March,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,6001105232
1409,2014-03-01T00:00:00,2014,3,March,44,ไม้และของทำด้วยไม้ ถ่านไม้,6009202411
1410,2014-03-01T00:00:00,2014,3,March,17,น้ำตาลและขนมทำจากน้ำตาล,7431102358
1411,2014-02-01T00:00:00,2014,2,February,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.01993E+11
1412,2014-02-01T00:00:00,2014,2,February,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,73290043690
1413,2014-02-01T00:00:00,2014,2,February,87,ยานยนต์และส่วนประกอบ,79065676800
1414,2014-02-01T00:00:00,2014,2,February,40,ยางและของทำด้วยยาง,45205402279
1415,2014-02-01T00:00:00,2014,2,February,39,พลาสติกและของที่ทำด้วยพลาสติก,34550493271
1416,2014-02-01T00:00:00,2014,2,February,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,25345031226
1417,2014-02-01T00:00:00,2014,2,February,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,31803299671
1418,2014-02-01T00:00:00,2014,2,February,10,ธัญพืช,14069146590
1419,2014-02-01T00:00:00,2014,2,February,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16194367309
1420,2014-02-01T00:00:00,2014,2,February,29,เคมีภัณฑ์อินทรีย์,16745535461
1421,2014-02-01T00:00:00,2014,2,February,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11600238848
1422,2014-02-01T00:00:00,2014,2,February,73,ของทำด้วยเหล็กหรือเหล็กกล้า,9466613808
1423,2014-02-01T00:00:00,2014,2,February,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,6739597983
1424,2014-02-01T00:00:00,2014,2,February,44,ไม้และของทำด้วยไม้ ถ่านไม้,6125994181
1425,2014-02-01T00:00:00,2014,2,February,17,น้ำตาลและขนมทำจากน้ำตาล,5586112996
1426,2014-01-01T00:00:00,2014,1,January,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.02841E+11
1427,2014-01-01T00:00:00,2014,1,January,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,71147994546
1428,2014-01-01T00:00:00,2014,1,January,87,ยานยนต์และส่วนประกอบ,56370088562
1429,2014-01-01T00:00:00,2014,1,January,40,ยางและของทำด้วยยาง,45189668247
1430,2014-01-01T00:00:00,2014,1,January,39,พลาสติกและของที่ทำด้วยพลาสติก,35327933818
1431,2014-01-01T00:00:00,2014,1,January,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,32501397112
1432,2014-01-01T00:00:00,2014,1,January,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,28713403237
1433,2014-01-01T00:00:00,2014,1,January,10,ธัญพืช,13452899757
1434,2014-01-01T00:00:00,2014,1,January,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17866383908
1435,2014-01-01T00:00:00,2014,1,January,29,เคมีภัณฑ์อินทรีย์,16370668995
1436,2014-01-01T00:00:00,2014,1,January,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11283328771
1437,2014-01-01T00:00:00,2014,1,January,73,ของทำด้วยเหล็กหรือเหล็กกล้า,9775061342
1438,2014-01-01T00:00:00,2014,1,January,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,6735261044
1439,2014-01-01T00:00:00,2014,1,January,44,ไม้และของทำด้วยไม้ ถ่านไม้,5141976388
1440,2014-01-01T00:00:00,2014,1,January,17,น้ำตาลและขนมทำจากน้ำตาล,5897888475
1441,2013-12-01T00:00:00,2013,12,December,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,94257080130
1442,2013-12-01T00:00:00,2013,12,December,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,78350316960
1443,2013-12-01T00:00:00,2013,12,December,87,ยานยนต์และส่วนประกอบ,66241141413
1444,2013-12-01T00:00:00,2013,12,December,40,ยางและของทำด้วยยาง,49794693277
1445,2013-12-01T00:00:00,2013,12,December,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,39717204725
1446,2013-12-01T00:00:00,2013,12,December,39,พลาสติกและของที่ทำด้วยพลาสติก,32583726217
1447,2013-12-01T00:00:00,2013,12,December,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,18650788816
1448,2013-12-01T00:00:00,2013,12,December,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17075855939
1449,2013-12-01T00:00:00,2013,12,December,29,เคมีภัณฑ์อินทรีย์,16582084606
1450,2013-12-01T00:00:00,2013,12,December,10,ธัญพืช,15344876341
1451,2013-12-01T00:00:00,2013,12,December,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11880514759
1452,2013-12-01T00:00:00,2013,12,December,73,ของทำด้วยเหล็กหรือเหล็กกล้า,9436017806
1453,2013-12-01T00:00:00,2013,12,December,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,7209150700
1454,2013-12-01T00:00:00,2013,12,December,44,ไม้และของทำด้วยไม้ ถ่านไม้,5424615214
1455,2013-12-01T00:00:00,2013,12,December,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,5016126690
1456,2013-11-01T00:00:00,2013,11,November,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,96868073208
1457,2013-11-01T00:00:00,2013,11,November,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,77033753953
1458,2013-11-01T00:00:00,2013,11,November,87,ยานยนต์และส่วนประกอบ,63015418151
1459,2013-11-01T00:00:00,2013,11,November,40,ยางและของทำด้วยยาง,45628010750
1460,2013-11-01T00:00:00,2013,11,November,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,40740767826
1461,2013-11-01T00:00:00,2013,11,November,39,พลาสติกและของที่ทำด้วยพลาสติก,32281662979
1462,2013-11-01T00:00:00,2013,11,November,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,21909562682
1463,2013-11-01T00:00:00,2013,11,November,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,20691434351
1464,2013-11-01T00:00:00,2013,11,November,29,เคมีภัณฑ์อินทรีย์,15913330744
1465,2013-11-01T00:00:00,2013,11,November,10,ธัญพืช,11612361585
1466,2013-11-01T00:00:00,2013,11,November,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12638906246
1467,2013-11-01T00:00:00,2013,11,November,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10195261334
1468,2013-11-01T00:00:00,2013,11,November,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,3397679206
1469,2013-11-01T00:00:00,2013,11,November,44,ไม้และของทำด้วยไม้ ถ่านไม้,5458225558
1470,2013-11-01T00:00:00,2013,11,November,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,5931476027
1471,2013-10-01T00:00:00,2013,10,October,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,96844886747
1472,2013-10-01T00:00:00,2013,10,October,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,78464083368
1473,2013-10-01T00:00:00,2013,10,October,87,ยานยนต์และส่วนประกอบ,67415908334
1474,2013-10-01T00:00:00,2013,10,October,40,ยางและของทำด้วยยาง,45856815505
1475,2013-10-01T00:00:00,2013,10,October,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,38893567831
1476,2013-10-01T00:00:00,2013,10,October,39,พลาสติกและของที่ทำด้วยพลาสติก,32835297245
1477,2013-10-01T00:00:00,2013,10,October,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,27032052785
1478,2013-10-01T00:00:00,2013,10,October,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,20344968965
1479,2013-10-01T00:00:00,2013,10,October,29,เคมีภัณฑ์อินทรีย์,16434731631
1480,2013-10-01T00:00:00,2013,10,October,10,ธัญพืช,14467183355
1481,2013-10-01T00:00:00,2013,10,October,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",13220013672
1482,2013-10-01T00:00:00,2013,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,9903600345
1483,2013-10-01T00:00:00,2013,10,October,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,3979415041
1484,2013-10-01T00:00:00,2013,10,October,44,ไม้และของทำด้วยไม้ ถ่านไม้,6506516240
1485,2013-10-01T00:00:00,2013,10,October,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,6468630366
1486,2013-09-01T00:00:00,2013,9,September,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,93517675123
1487,2013-09-01T00:00:00,2013,9,September,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,85818528985
1488,2013-09-01T00:00:00,2013,9,September,87,ยานยนต์และส่วนประกอบ,79268476523
1489,2013-09-01T00:00:00,2013,9,September,40,ยางและของทำด้วยยาง,41081141311
1490,2013-09-01T00:00:00,2013,9,September,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,36008683026
1491,2013-09-01T00:00:00,2013,9,September,39,พลาสติกและของที่ทำด้วยพลาสติก,31358636593
1492,2013-09-01T00:00:00,2013,9,September,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,38496633823
1493,2013-09-01T00:00:00,2013,9,September,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18736705491
1494,2013-09-01T00:00:00,2013,9,September,29,เคมีภัณฑ์อินทรีย์,17186398595
1496,2013-09-01T00:00:00,2013,9,September,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12277148381
1497,2013-09-01T00:00:00,2013,9,September,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10688323954
1498,2013-09-01T00:00:00,2013,9,September,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,3079468668
1499,2013-09-01T00:00:00,2013,9,September,44,ไม้และของทำด้วยไม้ ถ่านไม้,5611446197
1500,2013-09-01T00:00:00,2013,9,September,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,6011428112
1501,2013-08-01T00:00:00,2013,8,August,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,95630503311
1502,2013-08-01T00:00:00,2013,8,August,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,79773871235
1503,2013-08-01T00:00:00,2013,8,August,87,ยานยนต์และส่วนประกอบ,70658703080
1504,2013-08-01T00:00:00,2013,8,August,40,ยางและของทำด้วยยาง,39952171342
1505,2013-08-01T00:00:00,2013,8,August,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,47395994702
1506,2013-08-01T00:00:00,2013,8,August,39,พลาสติกและของที่ทำด้วยพลาสติก,34923591790
1507,2013-08-01T00:00:00,2013,8,August,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,46304991550
1508,2013-08-01T00:00:00,2013,8,August,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18549803393
1509,2013-08-01T00:00:00,2013,8,August,29,เคมีภัณฑ์อินทรีย์,17598979855
1510,2013-08-01T00:00:00,2013,8,August,10,ธัญพืช,11372660061
1511,2013-08-01T00:00:00,2013,8,August,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11723171998
1512,2013-08-01T00:00:00,2013,8,August,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10608267162
1513,2013-08-01T00:00:00,2013,8,August,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,3117979709
1514,2013-08-01T00:00:00,2013,8,August,44,ไม้และของทำด้วยไม้ ถ่านไม้,5894952853
1515,2013-08-01T00:00:00,2013,8,August,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,5390023476
1516,2013-07-01T00:00:00,2013,7,July,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,97296975417
1517,2013-07-01T00:00:00,2013,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,76149083601
1518,2013-07-01T00:00:00,2013,7,July,87,ยานยนต์และส่วนประกอบ,62367449248
1519,2013-07-01T00:00:00,2013,7,July,40,ยางและของทำด้วยยาง,39527016868
1520,2013-07-01T00:00:00,2013,7,July,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,38246041979
1521,2013-07-01T00:00:00,2013,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,31864767025
1522,2013-07-01T00:00:00,2013,7,July,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,28345960115
1523,2013-07-01T00:00:00,2013,7,July,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17594896880
1524,2013-07-01T00:00:00,2013,7,July,29,เคมีภัณฑ์อินทรีย์,16674252761
1525,2013-07-01T00:00:00,2013,7,July,10,ธัญพืช,13667771254
1526,2013-07-01T00:00:00,2013,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11801743028
1527,2013-07-01T00:00:00,2013,7,July,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12536606861
1528,2013-07-01T00:00:00,2013,7,July,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,4972825038
1529,2013-07-01T00:00:00,2013,7,July,44,ไม้และของทำด้วยไม้ ถ่านไม้,6162905268
1530,2013-07-01T00:00:00,2013,7,July,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,4666634458
1531,2013-06-01T00:00:00,2013,6,June,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,92972844353
1551,2013-05-01T00:00:00,2013,5,May,39,พลาสติกและของที่ทำด้วยพลาสติก,30409653573
1532,2013-06-01T00:00:00,2013,6,June,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,77955020635
1533,2013-06-01T00:00:00,2013,6,June,87,ยานยนต์และส่วนประกอบ,67755551651
1534,2013-06-01T00:00:00,2013,6,June,40,ยางและของทำด้วยยาง,36270349446
1535,2013-06-01T00:00:00,2013,6,June,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,29380590629
1536,2013-06-01T00:00:00,2013,6,June,39,พลาสติกและของที่ทำด้วยพลาสติก,31206239794
1537,2013-06-01T00:00:00,2013,6,June,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,27106944196
1538,2013-06-01T00:00:00,2013,6,June,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16690802169
1539,2013-06-01T00:00:00,2013,6,June,29,เคมีภัณฑ์อินทรีย์,16387946637
1540,2013-06-01T00:00:00,2013,6,June,10,ธัญพืช,9320198638
1541,2013-06-01T00:00:00,2013,6,June,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11721306677
1542,2013-06-01T00:00:00,2013,6,June,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10625556801
1543,2013-06-01T00:00:00,2013,6,June,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,2389259739
1544,2013-06-01T00:00:00,2013,6,June,44,ไม้และของทำด้วยไม้ ถ่านไม้,5124670391
1545,2013-06-01T00:00:00,2013,6,June,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,4738132712
1546,2013-05-01T00:00:00,2013,5,May,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,93297446664
1547,2013-05-01T00:00:00,2013,5,May,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,73541877275
1548,2013-05-01T00:00:00,2013,5,May,87,ยานยนต์และส่วนประกอบ,65208410504
1549,2013-05-01T00:00:00,2013,5,May,40,ยางและของทำด้วยยาง,38027821875
1550,2013-05-01T00:00:00,2013,5,May,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,29688129691
1552,2013-05-01T00:00:00,2013,5,May,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,22300124808
1553,2013-05-01T00:00:00,2013,5,May,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16830548282
1554,2013-05-01T00:00:00,2013,5,May,29,เคมีภัณฑ์อินทรีย์,19474781226
1555,2013-05-01T00:00:00,2013,5,May,10,ธัญพืช,10972110764
1556,2013-05-01T00:00:00,2013,5,May,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",10750179959
1557,2013-05-01T00:00:00,2013,5,May,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11937382354
1558,2013-05-01T00:00:00,2013,5,May,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,3658778414
1559,2013-05-01T00:00:00,2013,5,May,44,ไม้และของทำด้วยไม้ ถ่านไม้,5640777446
1560,2013-05-01T00:00:00,2013,5,May,3,ปลา สัตว์น้ำจำพวกปู กุ้ง หอย และสัตว์น้ำที่ไม่มีกระดูกสันหลัง,5357504234
1561,2013-04-01T00:00:00,2013,4,April,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,87192123122
1562,2013-04-01T00:00:00,2013,4,April,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,64675040957
1563,2013-04-01T00:00:00,2013,4,April,87,ยานยนต์และส่วนประกอบ,54346805050
